price,latitude,longitude,bedrooms,minimum_nights,maximum_nights,number_of_reviews,reviews_per_month,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Bronx,neighbourhood_group_cleansed_Brooklyn,neighbourhood_group_cleansed_Manhattan,neighbourhood_group_cleansed_Queens,neighbourhood_group_cleansed_Staten Island
110.0,40.68536,-73.96309,1.0,31.0,45.0,29.0,0.35,179,4.9,4.62,4.82,5.0,4.82,0,0,1,0,0,1,0,0,0
170.0,40.73503,-73.99715,1.0,30.0,365.0,18.0,0.22,261,4.28,4.11,4.47,4.67,5.0,1,0,0,0,0,0,1,0,0
90.0,40.76999,-73.92404,1.0,30.0,1125.0,40.0,0.38,363,4.95,5.0,5.0,5.0,4.93,0,0,1,0,0,0,0,1,0
274.0,40.72421920000001,-74.0034696,1.0,31.0,1125.0,1.0,0.16,365,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
65.0,40.65247,-73.93629,1.0,30.0,1125.0,0.0,,245,,,,,,0,0,1,0,0,1,0,0,0
856.0,40.76360700968893,-73.99709594829713,1.0,1.0,1125.0,0.0,,303,,,,,,0,1,0,0,0,0,1,0,0
50.0,40.84772,-73.90845,1.0,30.0,365.0,47.0,1.57,67,4.64,4.79,4.57,4.49,4.49,0,0,1,0,1,0,0,0,0
82.0,40.78379,-73.84474,1.0,1.0,25.0,4.0,1.79,79,5.0,5.0,4.5,4.5,4.5,0,0,1,0,0,0,0,1,0
285.0,40.84589,-73.93545,1.0,30.0,365.0,2.0,0.12,90,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
46.0,40.86762272667983,-73.92446902478267,1.0,30.0,365.0,1.0,0.23,215,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
350.0,40.76126532056995,-73.99893645197153,1.0,30.0,1125.0,3.0,0.57,58,4.67,4.67,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
184.0,40.7338246,-73.9557205,1.0,30.0,365.0,2.0,0.31,327,4.5,4.5,5.0,4.0,5.0,1,0,0,0,0,1,0,0,0
64.0,40.66385,-73.93229,1.0,30.0,60.0,32.0,0.25,108,4.84,4.91,4.84,4.88,4.28,0,0,1,0,0,1,0,0,0
168.0,40.74260330200195,-73.99758911132812,1.0,30.0,1125.0,8.0,0.28,245,4.75,4.75,4.88,4.88,4.88,1,0,0,0,0,0,1,0,0
71.0,40.7176,-73.9574,1.0,30.0,367.0,1.0,0.03,365,2.0,2.0,4.0,2.804799999999999,5.0,0,0,1,0,0,1,0,0,0
190.0,40.73626,-73.98839,1.0,30.0,1125.0,5.0,0.14,55,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
70.0,40.71763,-73.94208,1.0,30.0,100.0,0.0,,89,,,,,,0,0,1,0,0,1,0,0,0
139.0,40.73489,-73.95535,1.0,30.0,100.0,29.0,0.35,63,5.0,4.9,4.97,5.0,4.97,1,0,0,0,0,1,0,0,0
50.0,40.81856,-73.90617,1.0,30.0,60.0,27.0,0.4,179,5.0,4.7,5.0,4.96,4.78,0,0,1,0,1,0,0,0,0
63.0,40.81857,-73.94403,1.0,30.0,45.0,0.0,,56,,,,,,1,0,0,0,0,0,1,0,0
216.0,40.76838,-73.91351,1.0,30.0,1125.0,135.0,2.96,180,4.66,4.67,4.88,4.76,4.81,0,0,1,0,0,0,0,1,0
136.0,40.70835,-73.95108,2.0,30.0,1125.0,8.0,0.26,89,5.0,5.0,5.0,4.88,4.88,0,0,1,0,0,1,0,0,0
40.0,40.8687166,-73.86318,1.0,30.0,1125.0,47.0,1.64,279,4.83,4.81,4.94,5.0,4.72,0,0,1,0,1,0,0,0,0
109.0,40.71823,-73.9606,1.0,30.0,1125.0,34.0,0.42,335,4.41,4.0,4.47,4.59,5.0,1,0,0,0,0,1,0,0,0
327.0,40.71026,-73.96252,3.0,30.0,32.0,10.0,0.26,78,4.8,4.6,4.8,5.0,4.9,1,0,0,0,0,1,0,0,0
101.0,40.59588,-73.79824,1.0,30.0,30.0,29.0,1.8,359,4.72,4.93,4.76,4.86,4.66,0,0,1,0,0,0,0,1,0
189.0,40.75772,-73.82598,2.0,30.0,1125.0,107.0,3.69,171,4.72,4.69,4.78,4.57,4.59,1,0,0,0,0,0,0,1,0
120.0,40.75987,-73.82287,1.0,30.0,1125.0,8.0,0.11,98,4.5,4.25,5.0,4.88,5.0,1,0,0,0,0,0,0,1,0
488.0,40.76056,-73.98706,2.0,30.0,1125.0,196.0,3.61,293,4.78,4.86,4.6,4.69,4.97,1,0,0,0,0,0,1,0,0
133.0,40.75876,-73.952,3.0,30.0,1125.0,1.0,0.01,248,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
97.0,40.84691165607384,-73.9050057334065,1.0,2.0,365.0,0.0,,360,,,,,,0,0,1,0,1,0,0,0,0
53.0,40.71799549421326,-73.95737275144313,5.0,30.0,365.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
128.0,40.74340130808034,-73.9879139428446,2.0,1.0,1125.0,0.0,,296,,,,,,1,0,0,0,0,0,1,0,0
135.0,40.76411,-73.99371,2.0,30.0,365.0,5.0,0.06,325,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
1129.0,40.76174667578778,-73.99135264214037,4.0,3.0,365.0,0.0,,224,,,,,,1,0,0,0,0,0,1,0,0
87.0,40.6881946,-73.7651839,1.0,1.0,29.0,87.0,4.01,237,4.82,4.92,4.89,4.84,4.78,1,0,0,0,0,0,0,1,0
300.0,40.73723542904638,-74.00267017036981,1.0,30.0,95.0,4.0,0.22,207,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
160.0,40.74096,-73.99804,0.0,30.0,1125.0,4.0,0.14,357,4.0,4.0,5.0,4.75,5.0,1,0,0,0,0,0,1,0,0
265.0,40.73718740555479,-74.00145570854583,1.0,30.0,365.0,0.0,,363,,,,,,1,0,0,0,0,0,1,0,0
39.0,40.84122,-73.93589,1.0,30.0,1125.0,0.0,,55,,,,,,0,0,1,0,0,0,1,0,0
120.0,40.63486,-74.0345298,2.0,30.0,365.0,5.0,0.26,365,5.0,4.6,5.0,5.0,4.6,1,0,0,0,0,0,0,0,1
100.0,40.81997,-73.94058,1.0,30.0,90.0,37.0,2.19,338,4.7,4.73,4.7,4.84,4.24,0,0,1,0,0,0,1,0,0
255.0,40.73641,-73.95437,1.0,30.0,365.0,9.0,0.39,89,5.0,4.89,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
132.0,40.77858,-73.95356,2.0,3.0,1125.0,1.0,0.68,330,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
175.0,40.72581,-73.97788,1.0,4.0,180.0,211.0,2.35,91,4.84,4.81,4.96,4.99,4.77,0,0,1,0,0,0,1,0,0
150.0,40.78533,-73.95021,1.0,30.0,365.0,5.0,0.35,281,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
212.0,40.82537,-73.94857,1.0,30.0,30.0,24.0,0.45,89,4.92,4.83,4.96,4.92,4.71,1,0,0,0,0,0,1,0,0
105.0,40.75598,-73.91625,1.0,30.0,1125.0,270.0,2.18,179,4.73,4.67,4.93,4.91,4.77,0,0,0,1,0,0,0,1,0
72.0,40.80848600754209,-73.8534952369885,1.0,30.0,90.0,0.0,,267,,,,,,0,0,1,0,1,0,0,0,0
55.0,40.84356,-73.90556,1.0,30.0,365.0,5.0,0.15,365,4.8,4.6,4.6,4.4,4.4,0,0,1,0,1,0,0,0,0
95.0,40.82633,-73.94433,2.0,30.0,180.0,7.0,0.36,135,5.0,5.0,5.0,5.0,4.71,1,0,0,0,0,0,1,0,0
32.0,40.75292,-73.87764,1.0,30.0,1125.0,0.0,,55,,,,,,0,0,1,0,0,0,0,1,0
99.0,40.76447,-73.99249,1.0,30.0,365.0,7.0,0.24,196,4.14,3.86,4.86,4.29,4.43,1,0,0,0,0,0,1,0,0
129.0,40.68059861158075,-73.97526258210151,1.0,30.0,365.0,0.0,,364,,,,,,0,0,1,0,0,1,0,0,0
80.0,40.84676,-73.93754,1.0,30.0,90.0,32.0,0.97,365,4.75,4.59,4.97,4.84,4.53,0,0,1,0,0,0,1,0,0
41.0,40.847135785924976,-73.94025412172557,1.0,30.0,90.0,7.0,0.75,65,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
832.0,40.82307080337432,-73.94933911360599,5.0,30.0,365.0,1.0,0.88,336,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
194.0,40.68453,-73.78138,3.0,30.0,30.0,0.0,,263,,,,,,0,0,1,0,0,0,0,1,0
60.0,40.76825,-73.92464,1.0,30.0,1125.0,26.0,0.37,365,4.73,4.73,4.88,4.73,4.96,0,0,1,0,0,0,0,1,0
120.0,40.591513400000004,-74.0345298,1.0,30.0,365.0,0.0,,269,,,,,,1,0,0,0,0,0,0,0,1
139.0,40.72488,-73.80389,1.0,30.0,1125.0,270.0,4.65,365,4.66,4.58,4.9,4.9,4.79,1,0,0,0,0,0,0,1,0
110.0,40.75543010772117,-73.81929945021663,2.0,30.0,90.0,1.0,0.2,89,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,1,0
115.0,40.81876,-73.92691,1.0,30.0,1125.0,11.0,0.14,365,4.36,4.36,4.18,4.18,4.0,0,0,1,0,1,0,0,0,0
201.0,40.76956849812093,-73.83381174428315,1.0,1.0,28.0,0.0,,79,,,,,,0,0,1,0,0,0,0,1,0
185.0,40.82274,-73.95408,2.0,30.0,1125.0,7.0,0.05,279,5.0,5.0,5.0,5.0,4.83,1,0,0,0,0,0,1,0,0
799.0,40.82072621405464,-73.9456897479594,5.0,3.0,60.0,8.0,1.0,299,4.63,4.5,4.75,5.0,4.63,1,0,0,0,0,0,1,0,0
99.0,40.8687166,-73.90691388194722,0.0,30.0,1125.0,76.0,0.85,311,4.91,4.84,4.99,4.95,4.78,1,0,0,0,1,0,0,0,0
185.0,40.71076880862915,-73.95001798290936,2.0,30.0,365.0,2.0,0.09,177,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
182.0,40.72029,-73.98354,1.0,2.0,1125.0,171.0,2.4,90,4.95,4.87,4.98,4.98,4.93,0,0,1,0,0,0,1,0,0
100.0,40.76566,-73.98969,0.0,30.0,365.0,5.0,0.13,281,4.4,4.8,5.0,4.8,5.0,1,0,0,0,0,0,1,0,0
75.0,40.63566,-74.0345298,2.0,30.0,900.0,1.0,0.04,365,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,1
150.0,40.81895569469215,-73.95616655828992,0.0,90.0,90.0,0.0,,358,,,,,,1,0,0,0,0,0,1,0,0
125.0,40.591513400000004,-73.80592,,30.0,1125.0,0.0,,358,,,,,,0,0,1,0,0,0,0,1,0
89.0,40.81754,-73.94275,2.0,30.0,200.0,40.0,1.18,250,4.6,4.73,4.8,4.65,4.38,1,0,0,0,0,0,1,0,0
85.0,40.74525,-73.82951,1.0,30.0,365.0,50.0,2.5,348,4.54,4.14,4.58,4.78,4.62,1,0,0,0,0,0,0,1,0
59.0,40.77736,-73.90878,1.0,30.0,100.0,43.0,0.55,90,4.74,4.67,4.79,4.84,4.93,0,0,1,0,0,0,0,1,0
105.0,40.7135479886819,-73.94813372553341,1.0,30.0,365.0,2.0,0.3,364,3.5,3.0,4.5,4.5,4.0,0,0,1,0,0,1,0,0,0
35.0,40.74043,-73.87622,1.0,30.0,1125.0,2.0,0.11,30,4.5,4.0,5.0,4.0,4.5,0,0,1,0,0,0,0,1,0
448.0,40.8174733,-73.94419090000001,3.0,1.0,1125.0,6.0,0.54,293,4.83,4.83,4.83,4.83,4.0,1,0,0,0,0,0,1,0,0
79.0,40.74383,-73.82666,0.0,30.0,365.0,1.0,0.37,252,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,1,0
42.0,40.75653291793165,-73.83343126748682,1.0,30.0,1125.0,0.0,,40,,,,,,0,0,1,0,0,0,0,1,0
114.0,40.70959910000001,-73.7904856,1.0,30.0,1125.0,25.0,2.03,63,4.84,5.0,4.8,5.0,4.28,1,0,0,0,0,0,0,1,0
370.0,40.8385,-73.94607,2.0,30.0,30.0,60.0,2.94,249,4.9,4.88,4.85,4.97,4.5,1,0,0,0,0,0,1,0,0
180.0,40.82595,-73.9525,1.0,30.0,1125.0,35.0,0.28,279,4.77,4.77,5.0,4.91,4.77,1,0,0,0,0,0,1,0,0
197.0,40.74588,-73.82587,1.0,30.0,365.0,6.0,0.26,171,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,1,0
399.0,40.7536,-73.81956,4.0,30.0,1125.0,71.0,0.93,175,4.83,4.82,4.96,4.97,4.76,1,0,0,0,0,0,0,1,0
235.0,40.7056,-74.00878,1.0,31.0,1125.0,0.0,,326,,,,,,1,0,0,0,0,0,1,0,0
251.0,40.7652495,-73.9896832,2.0,31.0,1125.0,0.0,,342,,,,,,1,0,0,0,0,0,1,0,0
71.0,40.71725,-73.95688,1.0,30.0,367.0,0.0,,365,,,,,,0,0,1,0,0,1,0,0,0
250.0,40.72641,-73.98711,1.0,30.0,60.0,270.0,3.01,365,4.17,4.39,4.67,4.52,4.79,0,0,1,0,0,0,1,0,0
70.0,40.73957,-73.85553,1.0,30.0,1125.0,138.0,1.39,179,4.87,4.91,4.94,4.91,4.54,0,0,1,0,0,0,0,1,0
39.0,40.83821,-73.93973,1.0,30.0,90.0,26.0,1.56,365,4.5,4.69,4.62,4.73,4.04,0,0,1,0,0,0,1,0,0
100.0,40.8687166,-73.8598,2.0,30.0,365.0,0.0,,363,,,,,,1,0,0,0,1,0,0,0,0
160.0,40.8687166,-73.85052,1.0,30.0,1125.0,0.0,,365,,,,,,1,0,0,0,1,0,0,0,0
70.0,40.6607,-73.94932,1.0,30.0,365.0,158.0,1.18,365,4.15,3.7,4.7,4.67,4.18,0,0,1,0,0,1,0,0,0
179.0,40.809887,-73.93061,1.0,1.0,1125.0,8.0,0.29,341,4.63,4.38,4.63,4.63,4.25,1,0,0,0,1,0,0,0,0
150.0,40.77788,-73.91665,1.0,30.0,365.0,6.0,0.27,365,4.33,4.33,4.33,4.33,4.33,0,0,1,0,0,0,0,1,0
119.0,40.77242660522461,-73.95455169677734,1.0,30.0,365.0,1.0,0.31,364,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
100.0,40.69379,-73.9397,1.0,30.0,1125.0,12.0,0.21,364,4.83,4.92,5.0,4.83,4.83,1,0,0,0,0,1,0,0,0
,40.75278,-73.90137,,30.0,1125.0,11.0,0.14,0,4.55,4.45,4.45,4.64,4.45,0,0,1,0,0,0,0,1,0
61.0,40.698649838635,-73.7545137,1.0,30.0,1125.0,39.0,1.33,176,4.85,4.85,4.92,4.92,4.59,1,0,0,0,0,0,0,1,0
32.0,40.75248,-73.87857,1.0,30.0,1125.0,1.0,0.04,55,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,0,1,0
,40.74509,-74.00633,,30.0,30.0,3.0,0.04,0,4.33,3.67,4.67,4.67,4.67,1,0,0,0,0,0,1,0,0
74.0,40.70370954371155,-73.8110657329515,1.0,30.0,365.0,30.0,3.03,365,4.57,4.57,4.87,4.93,4.47,0,0,1,0,0,0,0,1,0
34.0,40.85308682146161,-73.9325681214317,1.0,30.0,80.0,1.0,0.83,37,5.0,4.0,4.0,4.0,5.0,0,0,1,0,0,0,1,0,0
165.0,40.68944,-73.81948,2.0,30.0,365.0,0.0,,177,,,,,,0,0,1,0,0,0,0,1,0
45.0,40.85216,-73.9117,1.0,30.0,120.0,23.0,1.55,89,4.43,4.26,4.7,4.39,4.22,0,0,1,0,1,0,0,0,0
,40.68702,-73.99626,4.0,30.0,1125.0,18.0,0.24,0,4.94,4.94,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
62.0,40.67687,-73.95742,1.0,30.0,1125.0,1.0,0.03,364,2.0,3.0,3.0,2.804799999999999,3.0,0,0,1,0,0,1,0,0,0
55.0,40.84350410838829,-73.93993363101507,1.0,30.0,365.0,1.0,0.16,364,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
176.0,40.7561892,-73.9925985,1.0,30.0,90.0,0.0,,88,,,,,,0,0,1,0,0,0,1,0,0
775.0,40.8687166,-73.89034275819702,1.0,30.0,365.0,0.0,,365,,,,,,1,0,0,0,1,0,0,0,0
55.0,40.84918,-73.93442,1.0,30.0,90.0,12.0,1.09,89,4.58,4.42,4.67,4.75,4.42,0,0,1,0,0,0,1,0,0
100.0,40.7523,-73.78529,0.0,30.0,1125.0,26.0,0.47,328,4.42,4.58,4.85,4.92,4.92,1,0,0,0,0,0,0,1,0
40.0,40.86069,-73.90523,1.0,30.0,90.0,103.0,3.23,58,4.93,4.92,4.93,4.93,4.47,0,0,1,0,1,0,0,0,0
65.0,40.67879351007789,-73.90955537636735,1.0,30.0,365.0,2.0,0.21,365,4.5,4.0,5.0,5.0,3.5,0,0,1,0,0,1,0,0,0
75.0,40.72558,-73.9024,1.0,3.0,90.0,50.0,2.68,63,4.96,4.9,4.96,4.96,4.72,0,0,1,0,0,0,0,1,0
375.0,40.72017,-73.9424,2.0,30.0,130.0,4.0,0.19,340,4.5,4.5,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
33.0,40.86549,-73.92423,1.0,30.0,1125.0,0.0,,55,,,,,,0,0,1,0,0,0,1,0,0
65.0,40.8366813659668,-73.83421325683594,1.0,30.0,30.0,98.0,1.65,270,4.7,4.74,4.85,4.79,4.69,0,0,1,0,1,0,0,0,0
97.0,40.66916,-73.76457,1.0,30.0,1125.0,59.0,1.98,340,4.42,4.15,4.71,4.76,4.59,1,0,0,0,0,0,0,1,0
130.0,40.70703918242699,-73.903555621035,1.0,1.0,25.0,3.0,3.0,223,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,0,1,0
35.0,40.73902,-73.87543,1.0,30.0,1125.0,1.0,0.06,30,3.0,3.0,4.0,3.0,4.0,0,0,1,0,0,0,0,1,0
130.0,40.82214,-73.92868,1.0,1.0,30.0,59.0,3.85,233,4.8,4.59,4.88,4.88,4.48,0,0,1,0,1,0,0,0,0
170.0,40.78336,-73.91904,1.0,30.0,1125.0,6.0,0.42,177,3.83,3.5,3.5,3.5,4.83,1,0,0,0,0,0,0,1,0
54.0,40.68876,-73.91764,1.0,30.0,365.0,0.0,,365,,,,,,0,0,1,0,0,1,0,0,0
900.0,40.86717,-73.92143,1.0,30.0,30.0,5.0,0.17,364,4.8,4.6,4.8,4.8,4.6,1,0,0,0,0,0,1,0,0
225.0,40.60059,-73.75919,1.0,30.0,365.0,0.0,,365,,,,,,0,0,1,0,0,0,0,1,0
150.0,40.656089141043765,-73.96161577955125,2.0,30.0,365.0,10.0,0.31,356,5.0,4.8,5.0,5.0,4.8,1,0,0,0,0,1,0,0,0
65.0,40.83561,-73.92356,1.0,30.0,90.0,1.0,0.02,90,5.0,5.0,5.0,5.0,4.0,0,0,1,0,1,0,0,0,0
55.0,40.85781,-73.90198,1.0,30.0,1125.0,10.0,0.44,364,4.9,4.8,5.0,5.0,4.9,0,0,1,0,1,0,0,0,0
199.0,40.7346342,-73.992897,2.0,30.0,365.0,5.0,0.47,266,4.8,4.8,5.0,4.8,5.0,1,0,0,0,0,0,1,0,0
89.0,40.74763,-73.99098,0.0,30.0,182.0,3.0,0.16,286,3.67,4.67,4.0,4.67,5.0,1,0,0,0,0,0,1,0,0
216.0,40.67155,-73.94798,2.0,30.0,1125.0,8.0,0.13,180,4.75,4.63,5.0,5.0,4.75,0,0,1,0,0,1,0,0,0
232.0,40.7776,-73.98847,1.0,31.0,1125.0,0.0,,312,,,,,,1,0,0,0,0,0,1,0,0
49.0,40.686538565736,-73.9471049414808,1.0,30.0,1125.0,3.0,0.56,365,4.67,5.0,4.67,5.0,4.67,0,0,1,0,0,1,0,0,0
300.0,40.7393047,-73.992346,3.0,30.0,365.0,2.0,0.24,276,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
70.0,40.83384,-73.90965,1.0,30.0,30.0,43.0,2.03,177,4.93,4.95,4.93,4.95,4.47,0,0,1,0,1,0,0,0,0
84.0,40.86833850000001,-73.9252649,1.0,30.0,365.0,2.0,0.24,364,3.0,2.5,3.0,3.0,3.0,1,0,0,0,0,0,1,0,0
219.0,40.809887,-73.93061,1.0,1.0,1125.0,1.0,0.04,346,5.0,5.0,4.0,5.0,3.0,1,0,0,0,1,0,0,0,0
180.0,40.68816,-73.94914,1.0,30.0,31.0,0.0,,178,,,,,,0,0,1,0,0,1,0,0,0
135.0,40.69281,-73.91527,2.0,30.0,1125.0,71.0,2.36,296,4.89,4.99,4.87,4.97,4.8,1,0,0,0,0,1,0,0,0
271.0,40.7092191,-74.0137534,1.0,31.0,1125.0,0.0,,365,,,,,,1,0,0,0,0,0,1,0,0
307.0,40.82352,-73.94428,2.0,3.0,60.0,8.0,0.25,288,4.88,4.88,5.0,5.0,4.88,1,0,0,0,0,0,1,0,0
32.0,40.7300593833933,-73.87712894706745,1.0,30.0,1125.0,0.0,,49,,,,,,0,0,1,0,0,0,0,1,0
45.0,40.76421,-73.92846,1.0,31.0,365.0,2.0,0.02,340,4.5,5.0,5.0,5.0,5.0,0,0,1,0,0,0,0,1,0
90.0,40.81958,-73.92741,1.0,2.0,25.0,71.0,1.08,322,4.79,4.7,4.87,4.89,4.73,0,0,1,0,1,0,0,0,0
39.0,40.81786,-73.94044,1.0,30.0,365.0,1.0,0.05,338,4.0,5.0,5.0,5.0,4.0,0,0,1,0,0,0,1,0,0
80.0,40.6936,-73.75667,1.0,30.0,1125.0,57.0,2.6,89,4.88,4.98,4.95,4.98,4.72,1,0,0,0,0,0,0,1,0
,40.8282,-73.94202,1.0,30.0,1125.0,1.0,0.02,0,2.0,2.0,3.0,3.0,3.0,1,0,0,0,0,0,1,0,0
,40.76219,-73.91272,1.0,30.0,30.0,0.0,,0,,,,,,0,0,1,0,0,0,0,1,0
,40.74304,-73.92466,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,0,1,0
,40.7249,-73.95062,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.72024,-73.96018,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
578.0,40.74606444060933,-74.00258699916371,2.0,4.0,365.0,30.0,4.15,310,4.6,4.48,4.72,4.86,4.86,1,0,0,0,0,0,1,0,0
252.0,40.71864,-74.00309,1.0,1.0,365.0,227.0,5.61880000000001,294,4.7,4.81,4.84,4.74,4.83,0,0,1,0,0,0,1,0,0
120.0,40.71745,-73.94825,1.0,30.0,60.0,0.0,,89,,,,,,0,0,1,0,0,1,0,0,0
,40.72966,-73.98081,1.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.68601,-73.82941,,30.0,1125.0,12.0,0.16,0,4.92,4.67,5.0,4.83,4.58,0,0,1,0,0,0,0,1,0
,40.8687166,-73.86187,,30.0,30.0,0.0,,0,,,,,,0,0,1,0,1,0,0,0,0
,40.75749,-73.82052,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,0,1,0
,40.85534,-73.89733,5.0,30.0,31.0,4.0,0.05,0,3.75,4.25,4.25,4.0,4.0,0,0,1,0,1,0,0,0,0
40.0,40.70048,-73.91977,1.0,35.0,365.0,3.0,0.05,365,3.67,3.67,5.0,4.0,5.0,0,0,1,0,0,1,0,0,0
95.0,40.7156,-73.95112,2.0,30.0,100.0,29.0,0.37,89,4.83,4.86,4.97,5.0,4.97,0,0,1,0,0,1,0,0,0
119.0,40.77242660522461,-73.95455169677734,1.0,30.0,365.0,3.0,0.16,334,4.33,5.0,4.67,4.33,5.0,1,0,0,0,0,0,1,0,0
80.0,40.7095,-74.00865,1.0,30.0,365.0,0.0,,315,,,,,,0,0,1,0,0,0,1,0,0
,40.71236,-74.00497,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,1,0,0
,40.7472,-73.97443,,30.0,1125.0,3.0,0.04,0,4.33,3.67,4.67,5.0,5.0,0,0,1,0,0,0,1,0,0
,40.83229,-73.94425,1.0,30.0,1125.0,7.0,0.1,0,4.86,4.86,4.86,5.0,4.57,1,0,0,0,0,0,1,0,0
45.0,40.72408,-73.85811,1.0,30.0,1125.0,4.0,0.19,47,5.0,4.75,5.0,4.75,4.75,0,0,1,0,0,0,0,1,0
72.0,40.67500699971409,-73.76815312944869,1.0,30.0,365.0,0.0,,364,,,,,,0,0,1,0,0,0,0,1,0
95.0,40.86088,-73.92914,1.0,30.0,365.0,14.0,0.57,139,5.0,4.79,4.79,5.0,4.64,0,0,1,0,0,0,1,0,0
,40.68302,-73.96548,1.0,30.0,1125.0,1.0,0.03,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.70244,-73.92837,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.77292,-73.95446,1.0,30.0,30.0,23.0,0.32,0,4.87,5.0,4.96,4.96,4.96,1,0,0,0,0,0,1,0,0
,40.70204,-73.91626,,30.0,33.0,3.0,0.04,0,4.33,3.67,5.0,5.0,4.67,0,0,1,0,0,1,0,0,0
,40.71216,-73.94469,2.0,45.0,60.0,0.0,,0,,,,,,1,0,0,0,0,1,0,0,0
,40.74977,-73.99857,1.0,30.0,30.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.69561,-73.98226,1.0,30.0,365.0,2.0,0.07,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.7034,-74.00935,2.0,30.0,30.0,11.0,0.17,0,4.36,3.73,5.0,4.73,4.82,1,0,0,0,0,0,1,0,0
,40.65086,-73.93091,,30.0,359.0,40.0,1.6,0,4.6,4.68,4.78,4.8,4.2,1,0,0,0,0,1,0,0,0
,40.82263,-73.94332,2.0,30.0,30.0,15.0,0.23,0,4.67,4.6,4.8,4.67,4.73,1,0,0,0,0,0,1,0,0
,40.68604,-73.92723,1.0,30.0,30.0,1.0,0.01,0,4.0,4.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.68758,-73.9136,,30.0,1125.0,5.0,0.07,0,4.6,3.4,4.4,4.8,4.6,0,0,1,0,0,1,0,0,0
,40.71768,-73.95878,1.0,30.0,180.0,19.0,0.27,0,4.63,4.47,4.84,4.79,4.89,1,0,0,0,0,1,0,0,0
,40.73818,-73.98375,,30.0,1125.0,1.0,0.01,0,5.0,4.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
32.0,40.72826121795386,-73.87504157984996,1.0,30.0,1125.0,3.0,0.41,49,4.67,4.67,5.0,4.67,5.0,0,0,1,0,0,0,0,1,0
,40.75545,-73.96402,,30.0,1125.0,2.0,0.03,0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
,40.7043,-73.92512,,30.0,1125.0,2.0,0.04,0,5.0,4.5,5.0,4.5,5.0,0,0,1,0,0,1,0,0,0
,40.71146,-73.94006,2.0,30.0,1125.0,69.0,1.08,0,4.78,4.83,4.91,4.94,4.93,1,0,0,0,0,1,0,0,0
,40.80339,-73.95204,1.0,30.0,1125.0,4.0,0.06,0,3.75,4.75,3.5,3.25,4.5,1,0,0,0,0,0,1,0,0
89.0,40.73216,-73.98678,1.0,30.0,90.0,187.0,1.28,255,4.73,4.74,4.92,4.91,4.95,0,0,1,0,0,0,1,0,0
