price,latitude,longitude,bedrooms,minimum_nights,maximum_nights,number_of_reviews,reviews_per_month,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Bronx,neighbourhood_group_cleansed_Brooklyn,neighbourhood_group_cleansed_Manhattan,neighbourhood_group_cleansed_Queens,neighbourhood_group_cleansed_Staten Island
181.0,40.70113272893624,-73.98563405899715,1.0,30.0,90.0,1.0,0.16,148,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.75976,-73.92603,2.0,30.0,1125.0,18.0,0.17,0,4.5,4.33,4.94,5.0,4.94,1,0,0,0,0,0,0,1,0
,40.66906,-73.93491,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.84102,-73.88694,,30.0,1125.0,11.0,0.13,0,4.55,4.45,4.8,4.91,4.4,0,0,1,0,1,0,0,0,0
,40.73306,-73.98762,1.0,30.0,1125.0,9.0,0.09,0,4.89,4.78,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
130.0,40.62805749471497,-73.92584873821305,2.0,30.0,365.0,22.0,2.8,365,4.55,4.59,4.73,4.64,4.45,0,0,1,0,0,1,0,0,0
130.0,40.66987,-73.97987,1.0,30.0,365.0,31.0,1.72,130,4.68,4.74,4.65,4.9,4.97,1,0,0,0,0,1,0,0,0
150.0,40.68673924660262,-73.98595182751573,0.0,30.0,365.0,10.0,0.89,30,4.8,4.2,4.6,4.9,4.8,1,0,0,0,0,1,0,0,0
36.0,40.64201210069786,-73.9262043037871,1.0,31.0,365.0,0.0,,197,,,,,,0,0,1,0,0,1,0,0,0
39.0,40.61021,-73.9583,1.0,30.0,363.0,88.0,1.06,58,4.74,4.72,4.82,4.85,4.84,0,0,1,0,0,1,0,0,0
80.0,40.66044,-73.99279,0.0,30.0,180.0,33.0,0.32,124,4.85,4.73,5.0,5.0,4.94,1,0,0,0,0,1,0,0,0
104.0,40.73391338920417,-73.88434136319194,1.0,30.0,365.0,0.0,,270,,,,,,0,0,1,0,0,0,0,1,0
101.0,40.741049102487146,-73.88302081373979,1.0,30.0,365.0,0.0,,270,,,,,,0,0,1,0,0,0,0,1,0
,40.66801,-73.98142,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.71748,-73.98364,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,1,0,0
,40.65256,-73.95031,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.73101,-73.98601,,30.0,1125.0,2.0,0.02,0,4.5,4.0,5.0,4.5,4.5,1,0,0,0,0,0,1,0,0
85.0,40.66942,-73.98006,0.0,30.0,1125.0,0.0,,168,,,,,,1,0,0,0,0,1,0,0,0
120.0,40.63145,-73.90938,1.0,30.0,60.0,0.0,,87,,,,,,0,0,1,0,0,1,0,0,0
,40.73532,-73.99506,1.0,30.0,60.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
32.0,40.64566,-73.97706,1.0,30.0,1125.0,44.0,1.66,196,4.7,4.82,4.89,4.82,4.7,0,0,1,0,0,1,0,0,0
170.0,40.68732,-73.97888,1.0,30.0,180.0,26.0,0.27,21,4.88,5.0,4.92,5.0,4.72,1,0,0,0,0,1,0,0,0
361.0,40.7046445,-74.01031929999999,1.0,1.0,28.0,10.0,1.42,116,4.9,4.6,4.8,4.6,4.9,0,0,1,0,0,0,1,0,0
99.0,40.67571259961132,-73.98076180368662,1.0,30.0,365.0,31.0,1.78,358,5.0,5.0,4.97,4.97,5.0,1,0,0,0,0,1,0,0,0
130.0,40.76339,-73.96739,1.0,30.0,350.0,270.0,2.88,263,4.86,4.95,4.92,4.93,4.97,0,0,1,0,0,0,1,0,0
150.0,40.69742711383292,-73.8534289598465,1.0,4.0,28.0,32.0,2.44,322,4.97,4.94,4.97,4.97,4.78,0,0,1,0,0,0,0,1,0
50.0,40.68843,-73.86437,1.0,30.0,30.0,73.0,1.56,269,4.75,4.73,4.88,4.93,4.75,0,0,1,0,0,0,0,1,0
38.0,40.679740521390194,-73.86547108808999,1.0,30.0,365.0,3.0,0.27,349,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
135.0,40.76521,-73.96553,1.0,30.0,360.0,174.0,2.16,215,4.76,4.78,4.88,4.9,4.96,1,0,0,0,0,0,1,0,0
,40.7081306759728,-73.9501981585406,,30.0,365.0,2.0,0.17,0,5.0,2.5,5.0,4.5,5.0,0,0,1,0,0,1,0,0,0
,40.72771,-73.98172,1.0,30.0,30.0,6.0,0.04,0,4.67,4.83,5.0,5.0,4.67,0,0,1,0,0,0,1,0,0
,40.71070418052496,-73.95248900505067,2.0,30.0,35.0,0.0,,29,,,,,,1,0,0,0,0,1,0,0,0
,40.7763,-73.98939,1.0,30.0,1125.0,3.0,0.03,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
,40.76279,-73.92039,1.0,30.0,1125.0,14.0,0.13,0,4.86,4.21,4.79,4.86,4.86,1,0,0,0,0,0,0,1,0
,40.74148,-73.99877,1.0,30.0,1125.0,10.0,0.09,0,4.9,5.0,5.0,4.9,5.0,1,0,0,0,0,0,1,0,0
,40.7099,-73.95006,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.66149,-73.95222,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
147.0,40.76309656314682,-73.96082329425248,0.0,30.0,150.0,0.0,,298,,,,,,1,0,0,0,0,0,1,0,0
125.0,40.7622,-73.96057,2.0,30.0,365.0,3.0,0.16,211,4.67,4.67,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
50.0,40.69458,-73.84659,1.0,30.0,365.0,60.0,0.75,155,4.65,4.73,4.89,4.81,4.68,0,0,1,0,0,0,0,1,0
200.0,40.7635,-73.961,1.0,60.0,270.0,0.0,,285,,,,,,1,0,0,0,0,0,1,0,0
425.0,40.76577,-73.96562,1.0,30.0,365.0,32.0,2.0,172,4.94,4.94,4.84,5.0,4.97,1,0,0,0,0,0,1,0,0
75.0,40.63921,-73.96285,1.0,30.0,1125.0,192.0,2.12,365,4.67,4.45,4.84,4.86,4.87,0,0,1,0,0,1,0,0,0
130.0,40.66538,-73.99382,1.0,30.0,1125.0,0.0,,146,,,,,,1,0,0,0,0,1,0,0,0
100.0,40.68117606938381,-73.8910516018876,0.0,30.0,365.0,3.0,0.26,145,5.0,5.0,4.33,5.0,4.67,0,0,1,0,0,1,0,0,0
70.0,40.64797,-73.94355,1.0,30.0,120.0,27.0,0.67,224,4.93,5.0,5.0,5.0,4.81,0,0,1,0,0,1,0,0,0
182.0,40.68828,-73.99151,2.0,30.0,180.0,20.0,0.78,219,4.85,4.95,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
124.0,40.67496246302567,-73.87947446670637,1.0,1.0,365.0,12.0,3.27,211,4.92,4.75,5.0,5.0,4.83,0,0,1,0,0,1,0,0,0
,40.67486,-73.95545,1.0,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.70744,-73.96791,2.0,30.0,1125.0,8.0,0.1,0,4.75,4.75,4.88,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.76039,-73.92187,,30.0,30.0,0.0,,0,,,,,,0,0,1,0,0,0,0,1,0
,40.7064,-73.83327,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,0,1,0
,40.72708,-74.00055,1.0,30.0,60.0,35.0,0.33,0,4.71,4.6,4.86,4.91,4.97,1,0,0,0,0,0,1,0,0
,40.65479,-73.96083,1.0,30.0,125.0,10.0,0.1,0,4.7,4.5,4.8,4.9,4.9,1,0,0,0,0,1,0,0,0
,40.80096,-73.96066,1.0,30.0,1125.0,4.0,0.05,0,4.75,4.5,5.0,5.0,4.75,0,0,1,0,0,0,1,0,0
199.0,40.69036,-73.98024,1.0,30.0,365.0,20.0,0.24,221,4.9,4.85,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
45.0,40.66762,-73.89573,1.0,30.0,365.0,17.0,0.31,225,4.65,4.53,4.94,4.71,4.53,0,0,1,0,0,1,0,0,0
175.0,40.7022,-73.98422,2.0,30.0,122.0,7.0,0.11,94,5.0,4.86,4.86,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.76954,-73.95509,1.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.69857,-73.92982,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
163.0,40.78382,-73.97444,2.0,30.0,1125.0,21.0,0.38,365,4.71,4.24,4.86,4.71,4.9,0,0,1,0,0,0,1,0,0
38.0,40.68131,-73.8659,1.0,30.0,365.0,4.0,0.26,330,4.5,4.25,4.5,4.75,4.5,0,0,1,0,0,1,0,0,0
206.0,40.69028006259685,-73.97829598397286,2.0,30.0,1125.0,75.0,1.13,297,4.85,4.85,4.88,4.89,4.95,1,0,0,0,0,1,0,0,0
,40.71954,-73.96048,1.0,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
,40.71629,-73.99048,1.0,30.0,1125.0,4.0,0.05,0,3.75,4.67,4.0,5.0,5.0,1,0,0,0,0,0,1,0,0
605.0,40.76173821523333,-73.97290438219989,3.0,1.0,365.0,14.0,5.61880000000001,145,4.79,4.83,4.92,4.92,4.92,1,0,0,0,0,0,1,0,0
90.0,40.63638,-73.90926,1.0,30.0,90.0,56.0,1.77,365,4.75,4.86,4.89,4.84,4.61,0,0,1,0,0,1,0,0,0
149.0,40.69174266211087,-73.97826686551734,1.0,30.0,365.0,2.0,0.31,85,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
169.0,40.68469,-73.98884,2.0,30.0,1125.0,16.0,0.47,87,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
165.0,40.697447855705285,-73.9941962124017,1.0,30.0,365.0,0.0,,365,,,,,,1,0,0,0,0,1,0,0,0
125.0,40.6462995,-73.94742839999999,0.0,30.0,31.0,18.0,1.61,128,4.89,4.89,5.0,5.0,4.56,0,0,1,0,0,1,0,0,0
92.0,40.63608637268363,-73.94796550992945,1.0,30.0,365.0,0.0,,122,,,,,,0,0,1,0,0,1,0,0,0
134.0,40.76704,-73.9603,1.0,30.0,30.0,48.0,3.25,147,4.83,4.48,4.77,4.9,4.9,1,0,0,0,0,0,1,0,0
95.0,40.64317,-73.93869,1.0,30.0,1125.0,32.0,1.04,337,4.88,4.56,4.97,4.97,4.78,0,0,1,0,0,1,0,0,0
,40.71005,-73.95455,2.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,1,0,0,0
,40.71349,-73.93776,,30.0,1125.0,2.0,0.02,0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
,40.73913,-74.00169,1.0,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
,40.6849,-73.93485,,30.0,60.0,202.0,1.88,0,4.52,4.48,4.75,4.69,4.51,0,0,1,0,0,1,0,0,0
,40.6838,-73.96753,1.0,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.73592,-73.99236,2.0,30.0,1125.0,3.0,0.04,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
,40.6876,-73.9237,,30.0,365.0,2.0,0.15,0,5.0,5.0,5.0,5.0,4.5,0,0,1,0,0,1,0,0,0
75.0,40.69561,-73.85225,1.0,30.0,60.0,0.0,,269,,,,,,0,0,1,0,0,0,0,1,0
125.0,40.76235,-73.9614,2.0,30.0,365.0,7.0,0.32,209,4.71,4.29,5.0,4.86,4.86,1,0,0,0,0,0,1,0,0
,40.73786,-73.99652,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,1,0,0
,40.71056,-73.94906,1.0,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
,40.78823,-73.98096,1.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.70673,-73.95611,,30.0,1125.0,2.0,0.02,0,4.5,4.5,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
,40.64134,-74.0345298,1.0,31.0,90.0,0.0,,0,,,,,,0,0,1,0,0,0,0,0,1
35.0,40.70212276458548,-73.88409173645633,1.0,30.0,365.0,3.0,0.43,336,4.67,5.0,4.67,5.0,5.0,0,0,1,0,0,0,0,1,0
40.0,40.66825,-73.89579,1.0,30.0,365.0,23.0,0.38,168,4.78,4.7,5.0,4.96,4.7,0,0,1,0,0,1,0,0,0
80.0,40.67113,-73.87114,1.0,30.0,30.0,144.0,5.61880000000001,365,4.69,4.75,4.92,4.92,4.45,0,0,1,0,0,1,0,0,0
200.0,40.67933,-73.995,2.0,30.0,365.0,130.0,0.88,307,4.98,4.99,4.99,4.98,4.97,1,0,0,0,0,1,0,0,0
97.0,40.77570105368748,-73.95984403528705,1.0,1.0,60.0,9.0,2.62,125,4.89,4.67,4.89,4.89,5.0,0,0,1,0,0,0,1,0,0
98.0,40.63932058718024,-73.91232169487887,1.0,3.0,29.0,32.0,1.57,180,4.94,4.94,4.94,4.94,4.59,0,0,1,0,0,1,0,0,0
130.0,40.67992,-73.99486,1.0,30.0,1125.0,89.0,0.91,260,4.66,4.46,4.9,4.88,4.94,1,0,0,0,0,1,0,0,0
,40.67752,-73.9673,4.0,30.0,90.0,30.0,0.28,0,4.77,4.63,5.0,4.97,4.83,1,0,0,0,0,1,0,0,0
,40.81349,-73.95125,1.0,30.0,1125.0,2.0,0.02,0,5.0,5.0,5.0,5.0,4.0,1,0,0,0,0,0,1,0,0
,40.74688,-74.00145,,30.0,1125.0,4.0,0.04,0,5.0,4.5,5.0,5.0,4.75,1,0,0,0,0,0,1,0,0
,40.73789,-73.97493,1.0,30.0,1125.0,2.0,0.02,0,4.0,4.5,4.5,5.0,4.0,0,0,1,0,0,0,1,0,0
,40.72708,-73.98745,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,1,0,0
,40.84021,-73.93612,,30.0,1125.0,4.0,0.04,0,5.0,5.0,5.0,5.0,4.75,0,0,1,0,0,0,1,0,0
60.0,40.62381329999999,-73.91346639999999,1.0,30.0,365.0,0.0,,194,,,,,,0,0,1,0,0,1,0,0,0
,40.66738,-73.94902,1.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,1,0,0,0
,40.63679,-73.96867,,30.0,1125.0,6.0,0.07,0,4.17,3.83,4.75,5.0,4.75,0,0,1,0,0,1,0,0,0
,40.75506,-73.96887,,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.8687166,-73.8593,2.0,30.0,30.0,33.0,0.42,0,4.76,4.76,4.94,4.97,4.36,0,0,1,0,1,0,0,0,0
,40.68478,-74.0031,3.0,30.0,100.0,11.0,0.14,0,5.0,4.91,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.71749,-73.94519,2.0,30.0,30.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
89.0,40.7492611,-73.87924579999999,1.0,30.0,365.0,0.0,,270,,,,,,0,0,1,0,0,0,0,1,0
39.0,40.702309049491326,-73.88385562078918,1.0,30.0,365.0,7.0,0.61,331,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,0,1,0
,40.70783,-73.94445,2.0,30.0,1125.0,2.0,0.03,0,4.5,5.0,4.5,5.0,4.5,1,0,0,0,0,1,0,0,0
,40.62851,-74.02911,,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,0,0,0,1,0,1,0,0,0
,40.69276,-73.9458,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.71513,-73.99128,1.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.71078,-73.94953,2.0,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,1,0,0,0
,40.71646,-73.99239,,30.0,1125.0,1.0,0.01,0,4.0,4.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
,40.7173,-73.9532,,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.70965,-73.94411,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
247.0,40.67695,-73.9793,1.0,30.0,1125.0,71.0,0.9,49,5.0,4.96,4.96,5.0,4.96,1,0,0,0,0,1,0,0,0
129.0,40.79933,-73.97017,1.0,30.0,80.0,15.0,0.27,90,4.87,4.6,4.87,5.0,4.93,0,0,1,0,0,0,1,0,0
260.0,40.68299304390925,-73.99478734232787,2.0,30.0,150.0,0.0,,128,,,,,,1,0,0,0,0,1,0,0,0
,40.71166,-73.99606,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,1,0,0
71.0,40.71609,-73.95663,1.0,30.0,367.0,0.0,,364,,,,,,0,0,1,0,0,1,0,0,0
325.0,40.66959,-73.95023,5.0,30.0,365.0,13.0,0.15,243,4.85,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
,40.640072,-74.024666,,30.0,30.0,10.0,0.47,0,5.0,4.9,5.0,5.0,4.4,0,0,1,0,0,1,0,0,0
,40.71488,-73.94091,,30.0,1125.0,1.0,0.02,0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
130.0,40.69675,-73.90042,1.0,30.0,1125.0,26.0,2.68,365,4.88,4.96,4.96,5.0,4.73,0,0,1,0,0,0,0,1,0
48.0,40.64994,-73.92874,1.0,30.0,1125.0,14.0,0.22,89,4.64,4.79,5.0,4.93,4.5,0,0,1,0,0,1,0,0,0
250.0,40.67860272907621,-73.98059806690053,1.0,30.0,365.0,1.0,0.12,310,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
80.0,40.67964,-73.84401,1.0,30.0,1125.0,12.0,0.68,365,4.5,4.83,4.5,4.42,4.58,0,0,1,0,0,0,0,1,0
275.0,40.788571742308605,-73.97256923153094,4.0,30.0,1125.0,0.0,,364,,,,,,1,0,0,0,0,0,1,0,0
,40.76957,-73.95302,2.0,30.0,1125.0,2.0,0.02,0,3.0,3.0,5.0,4.5,3.5,1,0,0,0,0,0,1,0,0
188.0,40.78407,-73.97324,2.0,30.0,30.0,66.0,0.59,53,4.64,4.68,4.8,4.83,4.94,1,0,0,0,0,0,1,0,0
220.0,40.7893,-73.97164,1.0,30.0,1125.0,16.0,0.21,29,4.94,4.94,4.75,5.0,4.94,1,0,0,0,0,0,1,0,0
109.0,40.79361,-73.9711,1.0,60.0,365.0,1.0,0.86,67,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
211.0,40.6658,-73.98555,1.0,31.0,1125.0,270.0,2.61,155,4.91,4.9,4.96,4.96,4.98,1,0,0,0,0,1,0,0,0
37.0,40.6631,-73.86601,1.0,30.0,1125.0,31.0,0.49,365,4.48,4.45,4.61,4.48,4.13,0,0,1,0,0,1,0,0,0
45.0,40.70065,-73.90352,1.0,30.0,30.0,37.0,0.52,65,4.84,4.76,4.92,4.95,4.92,0,0,1,0,0,0,0,1,0
150.0,40.66807,-73.98729,2.0,31.0,365.0,4.0,0.07,160,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
240.0,40.67069,-73.89254,2.0,2.0,30.0,31.0,3.33,0,4.94,5.0,5.0,4.97,4.5,0,0,1,0,0,1,0,0,0
,40.70226,-73.91566,2.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.72069,-73.98649,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,0,1,0,0
,40.77005,-73.9606,1.0,30.0,90.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.71695,-73.8337,2.0,30.0,1125.0,17.0,0.22,0,4.88,4.65,4.94,4.94,4.88,0,0,1,0,0,0,0,1,0
88.0,40.66677,-73.85123,1.0,30.0,365.0,52.0,0.9,365,4.5,4.63,4.71,4.71,4.39,0,0,1,0,0,0,0,1,0
66.0,40.66502879999999,-73.8774411,1.0,30.0,1125.0,21.0,1.64,344,4.86,4.95,4.81,4.9,4.57,0,0,1,0,0,1,0,0,0
85.0,40.791947908598,-73.97288882020146,1.0,30.0,365.0,0.0,,364,,,,,,0,0,1,0,0,0,1,0,0
,40.6903,-73.93247,1.0,30.0,60.0,1.0,0.01,0,4.0,4.0,5.0,5.0,4.0,0,0,1,0,0,1,0,0,0
139.0,40.67433,-73.85498,1.0,1.0,730.0,5.0,1.58,270,5.0,4.8,4.8,5.0,4.8,0,0,1,0,0,0,0,1,0
325.0,40.68803,-73.99541,2.0,30.0,240.0,235.0,2.09,335,4.93,4.9,4.96,4.97,4.97,1,0,0,0,0,1,0,0,0
,40.76273,-73.96029,,30.0,1125.0,0.0,,0,,,,,,1,0,0,0,0,0,1,0,0
,40.69384,-73.94166,,80.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.79169,-73.97498,,30.0,1125.0,5.0,0.05,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
,40.68366,-73.96229,,30.0,1125.0,4.0,0.04,0,4.5,4.25,4.0,4.5,4.0,0,0,1,0,0,1,0,0,0
,40.66061,-73.98238,,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
,40.74097,-73.98154,1.0,30.0,1125.0,1.0,0.02,0,2.0,4.0,3.0,4.0,4.0,1,0,0,0,0,0,1,0,0
,40.661434173583984,-73.91320037841797,,2.0,60.0,170.0,2.18,1,4.49,4.39,4.9,4.84,4.22,0,0,1,0,0,1,0,0,0
,40.70026,-73.9376,,30.0,60.0,12.0,0.22,0,4.25,4.5,4.58,4.67,4.67,0,0,1,0,0,1,0,0,0
,40.72344,-73.93988,2.0,30.0,31.0,10.0,0.13,0,4.9,4.9,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
,40.7092,-74.01095,3.0,30.0,1125.0,9.0,0.09,0,4.22,4.33,4.89,4.44,4.89,1,0,0,0,0,0,1,0,0
,40.83758,-73.94844,1.0,30.0,1125.0,1.0,0.01,0,5.0,5.0,5.0,4.0,4.0,1,0,0,0,0,0,1,0,0
,40.8176,-73.94711,2.0,30.0,1125.0,30.0,0.32,0,4.73,4.73,4.67,4.9,4.4,1,0,0,0,0,0,1,0,0
145.0,40.7942698,-73.9715381,1.0,30.0,1125.0,5.0,0.42,121,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,0,1,0,0
43.0,40.68583,-73.87921,1.0,30.0,365.0,15.0,0.21,364,4.27,4.0,4.47,4.33,4.27,0,0,1,0,0,1,0,0,0
,40.661434173583984,-73.91320037841797,,2.0,25.0,120.0,2.02,2,4.5,4.6,4.89,4.87,4.38,0,0,1,0,0,1,0,0,0
,40.78611,-73.97251,,30.0,30.0,0.0,,0,,,,,,0,0,0,1,0,0,1,0,0
,40.72654,-73.9925,2.0,30.0,130.0,42.0,0.53,0,4.86,4.81,4.93,4.93,4.98,1,0,0,0,0,0,1,0,0
,40.69516,-73.92541,,30.0,60.0,2.0,0.07,0,5.0,4.0,5.0,5.0,5.0,0,0,1,0,0,1,0,0,0
150.0,40.67760785490393,-73.99472824236294,0.0,30.0,365.0,27.0,2.48,365,4.7,4.78,5.0,4.96,4.96,1,0,0,0,0,1,0,0,0
,40.70608,-73.93223,1.0,30.0,1125.0,0.0,,0,,,,,,0,0,1,0,0,1,0,0,0
351.0,40.66243,-73.9853,3.0,40.0,100.0,7.0,0.31,68,5.0,5.0,4.86,5.0,5.0,1,0,0,0,0,1,0,0,0
61.0,40.64503655739303,-73.95669424185103,4.0,30.0,365.0,0.0,,249,,,,,,0,0,1,0,0,1,0,0,0
75.0,40.69536456910034,-73.85308219453663,1.0,30.0,60.0,0.0,,216,,,,,,0,0,1,0,0,0,0,1,0
85.0,40.646455869601205,-73.9553325919661,1.0,30.0,365.0,0.0,,270,,,,,,0,0,1,0,0,1,0,0,0
265.0,40.78842,-73.96844,0.0,30.0,1125.0,42.0,2.5,305,4.93,4.93,4.83,4.9,4.95,1,0,0,0,0,0,1,0,0
80.0,40.67835,-73.84429,1.0,30.0,365.0,6.0,0.34,365,5.0,4.83,5.0,5.0,4.83,0,0,1,0,0,0,0,1,0
,40.71266407981011,-73.96576092713016,1.0,30.0,30.0,2.0,0.03,0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
350.0,40.76348,-73.96422,1.0,30.0,90.0,102.0,0.91,305,4.96,4.9,4.94,4.93,4.97,1,0,0,0,0,0,1,0,0
100.0,40.66068,-73.98494,1.0,30.0,1125.0,4.0,0.17,310,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,0,0
95.0,40.80046,-73.96145,3.0,30.0,365.0,29.0,1.78,90,4.72,4.72,4.83,4.83,4.62,0,0,1,0,0,0,1,0,0
70.0,40.79259382922041,-73.97583412467904,0.0,30.0,180.0,2.0,1.03,88,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
234.0,40.7864,-73.97298,1.0,30.0,270.0,1.0,0.04,262,2.0,2.0,3.0,2.804799999999999,5.0,1,0,0,0,0,0,1,0,0
245.0,40.7024637,-73.9830176,1.0,31.0,1125.0,0.0,,329,,,,,,1,0,0,0,0,1,0,0,0
,40.73811,-73.99688,1.0,30.0,1125.0,5.0,0.05,0,4.6,4.4,5.0,5.0,4.8,1,0,0,0,0,0,1,0,0
,40.73686,-74.0082,1.0,30.0,1125.0,4.0,0.04,0,5.0,4.75,4.75,5.0,5.0,1,0,0,0,0,0,1,0,0
,40.719,-73.99451,2.0,30.0,1125.0,2.0,0.02,0,5.0,4.5,5.0,5.0,5.0,1,0,0,0,0,0,1,0,0
,40.84975,-73.94036,,30.0,1125.0,11.0,0.14,0,4.73,4.91,5.0,5.0,4.45,0,0,1,0,0,0,1,0,0
217.0,40.7635148,-73.96392519999999,1.0,31.0,1125.0,0.0,,258,,,,,,1,0,0,0,0,0,1,0,0
,40.78574,-73.97547,,30.0,1125.0,3.0,0.04,0,4.33,5.0,4.67,5.0,5.0,0,0,1,0,0,0,1,0,0
,40.78186,-73.91383,1.0,30.0,60.0,0.0,,0,,,,,,1,0,0,0,0,0,0,1,0
70.0,40.79323,-73.97416,0.0,30.0,175.0,0.0,,80,,,,,,1,0,0,0,0,0,1,0,0
65.0,40.68275,-73.83897,0.0,30.0,1125.0,134.0,3.22,0,4.51,4.81,4.66,4.64,4.67,1,0,0,0,0,0,0,1,0
654.0,40.76305811792833,-73.9611771132229,3.0,2.0,90.0,14.0,2.84,184,4.71,4.79,4.79,4.71,4.79,1,0,0,0,0,0,1,0,0
90.0,40.64444,-73.95545,1.0,30.0,1125.0,10.0,0.52,365,5.0,5.0,4.9,5.0,4.5,0,0,1,0,0,1,0,0,0
345.0,40.7633888,-73.9596248,2.0,31.0,1125.0,0.0,,365,,,,,,1,0,0,0,0,0,1,0,0
375.0,40.66936,-73.98419,2.0,2.0,29.0,48.0,3.91,197,4.94,4.94,4.94,4.98,4.98,1,0,0,0,0,1,0,0,0
351.0,40.69616850000001,-73.99344789999999,2.0,31.0,1125.0,0.0,,301,,,,,,1,0,0,0,0,1,0,0,0
